ScanNo,SumSn,ratio_0,ratio_1,ratio_5,ratio_10,ratio_10,ratio_5,ratio_1,ratio_0
37210,897.1,0.0068405,0.57364,3.0886,7.0562,5.7342,3.006,0.52916,0.0054164
17032,1135.8,0.0065696,0.54595,2.6615,7.0253,5.8346,3.3302,0.59023,0.0057539
19756,1747.8,0.0065727,0.54074,2.8645,7.0293,5.9883,2.9736,0.59113,0.0057805
23054,266.01,0.80429,1.017,2.7687,5.7001,5.1055,2.7364,1.0548,0.81323
34800,414.79,0.0068685,0.59438,2.9643,7.279,5.6614,3.1418,0.34621,0.0059727
37988,118.03,0.0048387,0.72447,2.7609,7.3072,6.0596,3.1364,0.0018066,0.0048533
25616,1141.6,0.0026827,0.54616,2.7697,7.0369,5.9228,3.2241,0.49545,0.0021962
7189,377.86,0.18861,0.66004,2.7124,6.6993,5.6341,3.0752,0.8094,0.22094
32232,266.94,0.0052888,0.26252,2.438,7.1572,6.0605,3.4144,0.65595,0.0062217
25777,192.18,0.0029244,0.81387,2.4886,6.4938,5.3779,3.2432,0.94371,0.63614
22288,943.43,0.0030207,0.59562,3.1656,6.9821,5.9347,2.7822,0.53483,0.0020532
43837,263.45,0.0005685,0.57291,2.45,6.2214,6.6473,3.4505,0.65686,0.00047147
31379,255.87,0.0068907,0.45066,3.0626,6.9074,6.2279,2.907,0.43176,0.0057834
31477,93.426,0.011631,0.011111,2.7158,8.2118,6.3975,2.6336,0.0071112,0.011381
772,1204.7,0.052484,0.80592,3.9985,6.787,5.6132,2.3793,0.36131,0.0022742
38783,0,0,0,0,0,0,0,0,0
21586,30.85,0,0,0,0,0,0,0,0
12006,2803.8,0.03262,0.75986,3.2807,7.0729,5.581,2.7403,0.5312,0.0013505
2283,453.29,0.0068289,0.48319,3.0855,7.0842,6.06,2.7719,0.50214,0.0061671
25179,5.4606,0,0,0,0,0,0,0,0
35884,335.59,0.00095088,0.27805,2.3122,6.867,5.9439,3.9524,0.6449,0.00054638
31523,13.078,0,0,0,0,0,0,0,0
21116,160.04,0.0067971,0.66886,2.8852,6.7855,5.6499,3.4381,0.56017,0.0054678
27492,582.77,0.056279,0.65926,2.4942,6.7737,6.1612,3.1528,0.70044,0.0021898
27521,76.291,0.0009506,1.2626,3.1356,6.7411,4.8762,3.9819,0.00036982,0.0012538
41344,167.24,0.00048389,0.65299,2.4771,6.5586,5.7599,3.4914,1.0592,0.00030768
36671,10.166,0,0,0,0,0,0,0,0
36699,2.6193,0,0,0,0,0,0,0,0
28554,0,0,0,0,0,0,0,0,0
27699,32.236,0,0,0,0,0,0,0,0
51394,0,0,0,0,0,0,0,0,0
51432,0,0,0,0,0,0,0,0,0
31596,42.299,0,0,0,0,0,0,0,0
19943,109.86,0.011641,0.011253,2.0998,9.1191,5.7013,3.0383,0.0071215,0.011408
26472,1390.6,0.051775,0.80885,3.1932,7.036,5.747,2.6715,0.47767,0.013914
33826,65.115,0.0060402,0.0052896,2.8316,6.4463,6.6689,3.1803,0.85728,0.004283
27286,40.489,0,0,0,0,0,0,0,0
45360,73.227,0.00087359,0.00033937,4.0638,6.6432,5.5765,3.7141,0.00035182,0.00084231
52142,21.895,0,0,0,0,0,0,0,0
39327,182.53,0.0068326,0.69432,3.1273,7.2833,5.8344,2.6724,0.37563,0.0058993
26711,174.04,0.84108,0.89668,2.4741,5.8134,4.5681,2.9258,1.5714,0.90943
37196,363.2,0.0031725,0.38802,3.0103,6.3581,6.1367,3.4967,0.605,0.0020997
33445,662.09,0.20379,0.71778,2.6264,6.6135,5.8578,3.1168,0.66849,0.19554
35885,41.463,0,0,0,0,0,0,0,0
39825,110.09,0.0027821,0.40003,2.6623,6.3915,5.9015,4.1486,0.49137,0.0019279
17376,82.074,0.0042176,0.46301,1.9838,6.7367,6.6312,3.4834,0.69146,0.0062278
43466,48.006,0,0,0,0,0,0,0,0
14155,84.258,0.0075954,0.9152,3.4676,6.8238,5.2713,3.4984,0.0053688,0.010802
20391,494.7,0.0029468,0.47243,2.7843,7.2318,5.8627,3.1918,0.45162,0.0023363
27904,31.596,0,0,0,0,0,0,0,0
43198,900.27,0.0068724,0.45829,2.9805,6.9861,6.1886,2.9359,0.43787,0.0059304
40267,322.39,0.0068604,0.47926,3.1413,6.9502,6.0483,2.8531,0.51539,0.0056303
13094,38.746,0,0,0,0,0,0,0,0
24671,278.42,0.0067735,0.33683,2.626,7.1502,6.1266,3.3452,0.40237,0.005976
28451,680.88,0.0026741,0.50924,2.7751,6.9682,5.8618,3.2426,0.63839,0.0018838
26174,446.76,0.0068583,0.48854,2.7618,7.1717,5.9019,3.1426,0.52106,0.0055609
26968,389.5,0.011511,0.010935,2.8963,7.6498,5.894,3.5193,0.0068282,0.011291
10441,352.08,0.32155,0.65512,2.9476,6.6408,5.7538,3.0417,0.63724,0.0020385
32082,50.291,0.0060675,0.005183,3.2922,6.4692,5.9839,3.4714,0.76743,0.0045795
33318,18.28,0,0,0,0,0,0,0,0
13492,1491.2,0.027786,0.52246,2.9535,7.0432,5.8017,3.095,0.55396,0.0024263
14237,57.879,0.0083287,0.0041248,2.4926,7.5688,5.4438,4.4698,0.0043719,0.008105
11578,313.64,0.54684,0.69888,3.1064,6.0975,5.2642,2.8783,0.93385,0.47398
21261,14.964,0,0,0,0,0,0,0,0
38689,139.53,0.0066894,0.99455,2.8354,6.9444,5.4285,3.1422,0.64333,0.0049831
42749,448.58,0.0027174,0.49148,3.0295,7.009,5.8252,3.14,0.50021,0.001896
10250,1628.7,0.0029969,0.63582,3.0661,6.7297,5.7493,3.1452,0.66863,0.0021423
46532,444.24,0.0067294,0.39826,2.9005,7.0295,5.862,3.3334,0.46392,0.0057421
26431,277.97,0.0068354,0.5055,3.1106,7.1786,5.5086,3.0894,0.59506,0.005439
8181,165.94,0.015519,0.62558,2.946,7.2337,5.6672,2.9177,0.58027,0.014125
14834,96.5,0.0079308,0.95848,3.8595,7.8741,4.7383,2.5434,0.0067526,0.01156
20799,417.36,0.32248,0.76374,2.7575,7.0691,5.1989,3.0986,0.55845,0.23116
22407,455.26,0.011072,0.010426,3.5277,6.9155,5.75,3.7687,0.0057442,0.010824
32011,1307.3,0.0068331,0.5179,3.0048,6.9508,5.8986,3.0771,0.5382,0.005769
25640,745.22,0.00092785,0.41587,2.3723,6.4354,6.1196,3.7243,0.84026,0.091251
11987,121.76,0.0061857,0.0053603,2.915,6.9576,6.5146,3.1679,0.42798,0.0054076
32537,966.58,0.0066209,0.50527,2.8876,6.9404,6.0998,3.0374,0.51718,0.0058053
30738,892.51,0.04623,0.54571,3.0477,7.0126,5.8699,2.9289,0.54811,0.00081641
53184,0,0,0,0,0,0,0,0,0
47617,16.68,0,0,0,0,0,0,0,0
12100,307.26,0.3203,0.74954,2.8164,6.5352,5.5775,3.2152,0.78575,0.00017672
20437,1059.7,0.045458,0.83944,3.5664,6.6302,5.4186,3.0176,0.48185,0.00041181
42724,118.08,0.35465,1.1316,2.8211,5.6488,5.7701,3.2671,1.0047,0.0020023
14673,659.13,0.43408,0.70994,2.5458,6.406,5.3335,3.1268,0.91525,0.52861
33756,727.98,0.0068385,0.51654,2.8374,6.9623,6.0752,3.0404,0.55568,0.0055704
36235,145.37,0.0065672,0.64525,2.4244,7.4046,6.3228,2.7885,0.40208,0.0057912
45663,112.92,0.005982,0.0042685,2.9384,7.8572,5.5167,3.2085,0.46388,0.0049891
38283,206.79,0.015597,0.35228,3.1297,7.4995,5.8134,2.7722,0.40325,0.014099
34405,292.96,0.0068661,0.65788,2.8564,6.8516,6.0767,3.2005,0.3442,0.0058624
39792,159.87,0.0068381,0.53225,3.0988,7.4025,5.2883,3.1108,0.55498,0.0055086
45696,25.287,0,0,0,0,0,0,0,0
18118,2258.6,0.0068391,0.55323,3.1023,6.8537,5.989,2.966,0.52337,0.0055823
42667,814.28,0.001278,0.41183,2.3816,6.9707,6.3907,3.1919,0.64973,0.0022278
25041,32.181,0,0,0,0,0,0,0,0
10698,432.03,0.00059822,0.45873,2.6243,6.5988,6.0017,3.4724,0.84315,0.00030986
15109,968.61,0.0026285,0.57401,2.8487,6.9271,5.7656,3.2079,0.67213,0.0019021
45755,38.829,0,0,0,0,0,0,0,0
18454,2362.3,0.0068313,0.54669,3.0196,6.9024,5.9416,3.036,0.54129,0.0056364
42781,159.34,0.0065516,0.57383,2.6241,6.7915,6.4849,2.8271,0.68677,0.0051884
50474,102.34,0.0074037,1.2312,2.3148,7.8243,5.5562,2.3858,0.66893,0.011356
35673,0,0,0,0,0,0,0,0,0
37544,88.842,3.8112,1.8554,2.9666,2.1663,2.7313,2.6114,1.8869,1.971
36539,441.24,0.011218,0.35754,3.0078,6.5363,5.8658,3.4082,0.80506,0.0080056
14339,638.67,0.14153,0.59353,2.8198,6.7066,5.574,3.4266,0.64844,0.089528
26328,1872.7,0.068781,0.58166,2.7943,7.0615,5.8408,2.9885,0.59964,0.064881
27667,91.151,0.011291,0.009615,3.3966,7.1829,6.0934,3.2886,0.0066975,0.010954
28069,297.82,0.0063488,0.75345,2.7229,6.1586,6.3295,3.0664,0.95799,0.0048762
22764,337.66,0.0028424,0.47291,3.0222,6.9666,5.9021,3.0192,0.61213,0.0020319
32330,143.15,0.0026578,0.55794,2.3109,6.7566,6.3167,3.3647,0.68838,0.0021796
40968,209.54,0.0067741,0.71687,2.9218,6.5865,5.7774,3.4403,0.54461,0.0057162
33620,874.29,0.046062,0.82659,4.3831,6.5714,5.227,2.5046,0.44056,0.0006292
51779,178.19,0.015644,0.3672,3.0921,6.9868,6.2291,2.9178,0.37707,0.014376
31744,174.71,0.013053,0.39222,3.2592,7.3987,5.5448,3.3723,0.0071284,0.012596
17266,395.99,0.0099263,0.61233,3.2021,7.2552,5.7175,2.9514,0.23827,0.013332
36583,25.223,0,0,0,0,0,0,0,0
30056,448.9,0.097797,0.52771,2.2831,6.7325,6.1171,3.2217,0.77657,0.24345
1713,0,0,0,0,0,0,0,0,0
38371,1.801,0,0,0,0,0,0,0,0
29774,122.25,0.015697,0.43338,2.9016,6.8814,6.2806,3.0791,0.39412,0.014135
19073,498.46,0.0066631,0.46753,2.9294,7.0222,6.1363,2.9309,0.50128,0.0057301
43840,21.451,0,0,0,0,0,0,0,0
2712,824.23,0.0029144,0.56886,3.0862,7.1035,5.9959,2.7502,0.49016,0.0022799
11177,6198.9,0.0068473,0.48709,2.8396,7.0473,5.9603,3.1332,0.51994,0.0057736
20842,920.21,0.0066821,0.4266,2.7421,7.0166,6.2362,3.051,0.51502,0.0057871
30892,175.6,0.015283,0.70682,2.678,7.026,5.951,3.0475,0.56157,0.013807
47610,124.32,0.010688,0.0036454,2.3778,6.8002,6.2121,3.4633,1.1211,0.01115
19188,172.04,0.0068452,0.36586,3.4568,6.6246,5.5853,3.2378,0.71776,0.0050028
14366,300.41,0.0028448,0.51309,2.6355,7.5391,5.5527,3.2952,0.45924,0.002349
9882,280.39,0.13408,1.1346,3.2025,7.1851,5.1791,2.5007,0.4979,0.16594
45505,242.69,0.0016273,0.10473,2.9521,6.3762,6.4573,3.8425,0.26448,0.0009961
24668,660.45,0.0016779,0.51073,3.0433,7.157,5.6471,3.1549,0.48436,0.00091201
24722,235.05,0.0068816,0.4125,2.7895,6.8983,5.9576,3.4425,0.48708,0.005737
6695,18.674,0,0,0,0,0,0,0,0
42225,419.16,0.012516,0.42527,2.6831,6.71,6.375,3.2213,0.55694,0.015853
32262,980.4,0.0066553,0.47714,2.9685,6.9705,5.9522,3.0644,0.5551,0.005486
50245,0,0,0,0,0,0,0,0,0
16722,520.09,0.0068719,0.43092,2.929,7.0483,6.0299,3.1444,0.4045,0.0061414
29971,96.725,0.014065,0.013391,2.41,7.7442,5.9764,3.3134,0.51543,0.013093
28083,105.73,0.47955,0.57265,3.0378,7.0099,5.4956,2.9321,0.47032,0.0021066
35859,202.26,0.22994,0.5758,2.8607,6.8166,5.1371,3.1544,0.79734,0.42813
23693,262.63,0.0069098,0.40775,2.8215,7.3497,6.0736,2.8946,0.44023,0.0056627
38560,111.63,0.0019124,0.0010512,4.787,7.5546,7.6509,0.00073045,0.0017083,0.0020672
46152,16.917,0,0,0,0,0,0,0,0
30021,66.902,0.010684,0.51147,1.935,7.1883,6.415,3.919,0.0078961,0.012561
41013,193.48,0.0067593,0.36054,2.8429,7.5059,6.0611,2.8168,0.40007,0.0059714
35984,138.48,0.0068857,0.5172,3.1318,7.581,5.7851,2.609,0.36301,0.0059512
31366,255.29,0.49303,0.68786,2.7055,6.3308,5.4664,2.9775,0.76919,0.56975
31397,253.3,0.94207,0.84218,2.6336,4.9727,5.0833,3.204,1.4676,0.85448
37251,452.32,0.0067791,0.63182,2.7885,7.0763,5.6689,3.1645,0.65785,0.0053973
22369,107.72,0.0029398,0.0022286,2.9689,7.7705,5.6436,3.1472,0.46256,0.0020658
30867,771.44,0.0062637,0.89906,2.6745,6.5819,5.7653,3.1882,0.87976,0.0049222
26121,672.13,0.0068371,0.53607,3.0037,6.9386,5.9321,3.0325,0.54472,0.0055616
21710,781.97,0.00058351,0.52606,2.3858,6.8458,6.2902,3.1597,0.79153,0.00035769
34260,380.15,0.0066439,0.48224,3.0949,7.3856,5.4866,3.0019,0.53637,0.0056786
29367,25,0,0,0,0,0,0,0,0
21073,2274.5,0.0006608,0.73579,2.8021,6.8242,5.6557,2.9747,0.74176,0.26515
13664,256.65,0.0010169,0.42605,1.9334,6.6099,6.2421,3.9956,0.78967,0.0022935
50918,6.8976,0,0,0,0,0,0,0,0
21144,432.21,0.006834,0.49565,2.6909,6.959,6.2195,3.0407,0.58172,0.0056228
12957,843.32,0.065991,0.92552,4.4341,6.7735,4.8289,2.577,0.39471,0.00018958
19526,216.34,0.0067051,0.37292,2.7753,6.9487,6.014,3.1939,0.68334,0.0051027
35163,45.244,0,0,0,0,0,0,0,0
42131,465.27,0.0010561,0.44211,2.5224,6.992,6.1987,3.0637,0.77787,0.0021546
21396,331.35,0.00057817,0.00054953,0.00014948,8.4068,7.2963,4.2945,0.00052023,0.00056528
14234,223.13,1.1991,1.2663,2.2766,5.2565,4.6686,2.8325,1.4596,1.041
11370,2061.3,0.14407,0.95677,3.7909,7.0344,5.2311,2.4519,0.39023,0.00059906
33931,1922.7,0.0066342,0.52123,2.7937,7.0668,6.0887,2.9996,0.51781,0.005532
24498,2448.8,0.015592,0.46463,2.9245,7.2481,5.8095,3.0971,0.42621,0.014366
25993,9543.5,0.020854,0.55846,2.7634,6.7546,6.1417,3.1903,0.56907,0.0016897
32632,155.47,0.00098801,0.00044979,2.6678,7.1366,6.1568,4.0362,0.00033253,0.0008886
23945,9.2638,0,0,0,0,0,0,0,0
45763,0,0,0,0,0,0,0,0,0
17530,195.22,0.0066303,0.51803,2.5515,7.605,5.7767,3.2066,0.32932,0.006211
34901,5.8869,0,0,0,0,0,0,0,0
39799,0,0,0,0,0,0,0,0,0
11818,1175.4,0.0065551,0.58911,2.8961,6.9634,5.9859,3.0525,0.50064,0.0058712
29061,70.938,0.011518,0.010868,3.2913,8.3715,5.3496,2.9471,0.006843,0.011275
23953,216.59,1.1307,1.0465,2.704,5.7178,5.0238,3.1232,1.2526,0.0013923
30691,16.188,0,0,0,0,0,0,0,0
29493,122.33,0.34853,0.96511,2.7276,6.1196,5.517,3.2277,0.71684,0.37756
40908,357.69,0.0026149,0.56326,2.8143,6.958,5.8199,3.1228,0.71744,0.0017099
34768,1176.2,0.0068365,0.58261,2.8574,7.0768,6.0679,2.9032,0.49971,0.0056213
34783,1025,0.60463,0.79771,2.9935,6.2851,5.1755,2.788,0.91334,0.44226
19701,594.47,0.13926,0.50006,2.5523,7.0828,5.6937,3.2625,0.63517,0.13425
12216,2136.7,0.18331,0.86108,3.4124,6.8802,5.4752,2.6908,0.47245,0.024628
11010,569.04,0.006844,0.61144,3.1518,7.0988,5.7956,2.91,0.41962,0.0058356
14984,335.21,0.0068351,0.50037,2.6573,6.8988,5.8353,3.5893,0.50606,0.0059822
30198,488.27,0.16861,0.64603,3.4999,6.9452,5.0671,2.9352,0.56837,0.16968
26415,5898.8,0.030724,0.58473,2.9277,6.7712,5.9564,3.0854,0.63347,0.010369
30871,533.71,0.0071438,0.60495,2.8054,7.1811,5.7051,2.9339,0.68571,0.076711
29909,296.13,0.0027273,0.70012,2.4872,6.4983,5.6621,3.1306,1.0894,0.42952
25116,1466.8,0.0028575,0.47976,2.8117,7.2444,5.9664,2.9761,0.51658,0.0021611
31236,352.17,0.0014775,0.3466,2.7473,6.8228,6.1908,3.2734,0.61528,0.0022512
31221,57.286,0.0065157,1.1918,3.2626,6.2629,5.6576,2.5717,1.0423,0.0045247
44395,312.89,0.0043597,0.43939,2.3146,6.6928,6.2843,3.4379,0.82064,0.0060724
53889,1080.3,0.0068701,0.45476,2.8726,7.0653,6.0168,3.0775,0.50046,0.0056709
38131,294.64,0.25031,0.66637,2.5609,6.7037,5.4722,3.3091,0.84613,0.19134
43650,4.0518,0,0,0,0,0,0,0,0
24336,376.5,0.0007429,0.49324,3.4034,6.7144,5.6815,2.9909,0.62695,0.088934
36741,193.59,0.006827,0.56571,2.7987,7.037,5.6899,3.3489,0.5473,0.0055756
44301,169.05,0.006593,0.53293,2.5451,7.2106,6.1312,2.9601,0.60788,0.005478
4200,193.38,0.0064066,0.73408,3.3437,6.6088,5.1546,3.3932,0.75383,0.0053828
27296,233.13,0.015482,0.48125,2.5743,7.1171,6.223,3.1353,0.4396,0.014063
12616,95.617,3.19E-05,2.26E-05,7.0046,1.28E-05,12.995,3.12E-05,3.13E-05,3.22E-05
6924,57.968,0.010546,0.0041587,3.1017,7.8429,5.2255,2.8507,0.95513,0.0093137
29505,1011.4,0.11647,0.66197,3.0772,6.8677,5.604,3.0575,0.51576,0.09938
11888,6086.3,0.0027062,0.50503,2.8949,7.1233,5.9096,3.0387,0.52358,0.0021456
11917,1072.6,0.01619,0.51566,2.7866,6.8511,6.1133,3.116,0.56091,0.040294
31738,412.99,0.0066281,0.5139,2.863,7.0232,5.806,3.3325,0.44891,0.0059137
7892,1414.1,0.10891,0.59625,2.6722,6.859,5.9804,3.0661,0.63105,0.085988
21682,3800.4,0.0066208,0.51844,2.9393,7.1672,6.099,2.7907,0.47285,0.0058688
8785,492.72,1.9192,1.3887,2.5546,4.2778,4.0494,2.8778,1.5785,1.354
16497,12.129,0,0,0,0,0,0,0,0
19733,145.14,1.8399,1.3635,2.2163,4.3956,3.8396,3.0314,2.1249,1.1888
51161,0,0,0,0,0,0,0,0,0
51654,0,0,0,0,0,0,0,0,0
42219,13.887,0,0,0,0,0,0,0,0
10048,46.679,0,0,0,0,0,0,0,0
13280,923.87,0.0026819,0.53635,2.9346,7.0886,5.9045,3.0024,0.52885,0.0019979
36884,372.76,0.010308,0.00328,2.2952,6.5636,6.8192,3.4344,0.86279,0.011249
38546,516.53,0.0066118,0.54067,3.0404,6.9673,6.169,2.7153,0.55522,0.005441
38643,224.17,0.0065097,0.57842,2.6785,6.6156,5.8411,3.4416,0.83338,0.0048715
25465,570.92,0.0033745,0.68777,2.8903,6.728,5.956,3.044,0.55587,0.13468
25537,102.26,0.011138,0.0096476,3.0531,6.4909,6.3626,4.0556,0.0062293,0.010805
38261,43.735,0,0,0,0,0,0,0,0
14747,940.2,0.0065775,0.538,2.6481,7.0381,5.8575,3.2812,0.62495,0.0055723
30996,1575.4,0.056219,0.54291,2.7982,7.0379,6.1247,2.8792,0.5332,0.027593
30439,384.33,0.0028712,0.46629,2.8123,6.923,5.8708,3.253,0.67008,0.001663
45821,417.19,0.0063519,0.91957,2.6617,6.9575,5.9163,3.1002,0.43256,0.005747
21463,184.43,0.0027485,0.45259,3.1936,7.0035,5.8582,3.0013,0.48579,0.0022115
21466,826.53,0.0028996,0.4445,2.5949,7.2862,5.9545,3.2893,0.42533,0.0024174
13887,804.71,2.3677,1.698,2.3913,3.2861,3.1745,2.8515,2.0202,2.2107
48190,21.355,0,0,0,0,0,0,0,0
9515,111.04,0.011349,0.0097585,3.1829,7.5089,6.0023,3.2669,0.006814,0.011015
37298,1104.6,0.0065861,0.54906,2.8492,7.1395,5.9484,2.9073,0.59445,0.0054797
16871,1425.6,0.0030493,0.48706,3.1073,7.109,5.7645,2.9525,0.57451,0.0021043
27692,2816.7,0.0068502,0.51337,3.038,6.973,5.9825,2.9799,0.50067,0.0057178
29115,428.65,8.84E-05,0.41017,2.7091,6.4527,6.1585,3.5619,0.63756,0.069971
30723,307.65,0.0028928,0.585,3.3711,7.1508,5.8837,2.5212,0.48338,0.0018808
31449,5.6599,0,0,0,0,0,0,0,0
8483,610.23,0.0066226,0.48719,2.6104,7.0903,5.9463,3.331,0.52224,0.0059057
21801,2.9023,0,0,0,0,0,0,0,0
28498,272.34,0.015376,0.52864,3.005,6.9953,5.9409,2.7969,0.70417,0.013546
29182,2079.8,0.06214,0.85424,3.3862,7.2073,5.3866,2.6271,0.46279,0.013605
29196,2654.1,0.055255,0.80446,3.5791,6.9221,5.4269,2.7564,0.45531,0.00039936
22767,915.04,0.0068492,0.48983,2.9268,7.0644,5.784,3.1758,0.5468,0.0055717
19384,16.884,0,0,0,0,0,0,0,0
34665,1141.6,0.056606,0.54109,2.9507,7.1655,5.5149,3.1424,0.56943,0.059307
21576,751.38,0.0068091,0.55167,2.8026,7.0867,5.9248,3.0598,0.56159,0.0059163
39252,167.02,0.00065279,0.47651,1.9716,6.7877,6.5407,3.445,0.77737,0.00044338
20020,2.1746,0,0,0,0,0,0,0,0
33173,95.627,0.85148,0.47436,3.0917,5.2459,6.2497,2.3419,1.2887,0.45641
21914,256.51,0.0068743,0.43769,3.1351,7.1807,5.9316,2.8204,0.48187,0.0057923
32049,65.687,0.0015451,0.79133,2.1721,7.0306,6.2062,2.9262,0.87013,0.0018298
1652,118.69,0.0067918,0.63313,3.1115,6.0842,6.5868,3.0589,0.51264,0.0060364
11328,729.58,0.0055408,0.00387,3.1999,6.0477,5.0592,3.5128,2.1678,0.003115
37324,105.88,0.00013343,0.67781,2.6047,7.1917,5.4433,3.527,0.55528,0.00014628
30123,806.25,0.01553,0.45548,2.9195,7.2318,5.7007,3.1313,0.53133,0.014383
24405,674.63,1.1525,1.0493,2.3802,5.0933,4.9012,3.2639,1.1246,1.0348
16941,44.471,0,0,0,0,0,0,0,0
31196,152.24,0.0059859,0.0043337,2.799,7.6506,6.1104,2.9087,0.51607,0.0049198
6144,184.36,0.86699,0.77377,2.3397,5.5655,5.2431,3.2039,1.1095,0.89744
13752,407.85,0.0011725,0.44569,2.5289,7.2388,5.8237,3.3938,0.56716,0.00075151
29910,568.47,0.002597,0.62366,2.8853,6.9558,5.7501,3.1133,0.66735,0.0019151
16640,217.81,0.0029686,0.76127,2.7619,6.5307,5.7228,3.0008,0.81386,0.40568
14789,408.56,0.16004,0.67395,3.064,7.0587,5.5138,3.0112,0.50308,0.015245
42654,78.004,0.0049033,0.82688,2.7856,7.1184,6.1754,3.0818,0.0019924,0.0050042
50034,123.55,0.0029387,0.40216,3.0262,7.1231,5.858,3.0582,0.52745,0.0019227
46230,42.19,0,0,0,0,0,0,0,0
28054,539.96,0.070617,0.61481,3.1319,6.8268,5.717,3.0302,0.60649,0.0020617
27126,533.89,0.0067454,0.36251,2.7014,7.3495,6.0283,3.0747,0.47101,0.0058165
21923,587.28,0.0068507,0.49904,3.1367,7.2246,5.6542,2.9719,0.50093,0.005778
50656,22.854,0,0,0,0,0,0,0,0
15264,990.07,0.0026896,0.94313,2.7045,6.1061,5.3932,2.9821,1.0554,0.81288
580,3754.8,0.071501,0.982,3.9696,6.6677,5.3741,2.4852,0.44785,0.0021055
51235,163.47,0.0068713,0.61364,2.64,7.2843,6.3722,2.7688,0.30806,0.0060575
38360,0,0,0,0,0,0,0,0,0
42656,0,0,0,0,0,0,0,0,0
26436,1108.8,0.015359,0.55386,2.8745,7.1299,5.8951,2.9627,0.55461,0.013995
10088,3241.1,0.0029258,0.49093,2.9967,7.0984,5.8613,3.0392,0.5085,0.0020795
11088,511.77,0.0067364,0.36861,2.7209,7.4367,5.7629,3.2849,0.41327,0.0060488
13684,469.01,0.0068236,0.46316,3.2087,6.8747,5.6013,3.1969,0.64261,0.0058406
9570,121.55,0.0064386,0.69875,2.5248,6.7283,5.8541,3.4916,0.69047,0.0055351
51924,334.45,0.0068218,0.65796,3.0797,7.0156,6.0199,2.7338,0.48057,0.0056197
33106,609.56,0.0068334,0.47422,2.9086,7.3897,5.9144,2.7331,0.56727,0.0058823
23600,4.194,0,0,0,0,0,0,0,0
13243,87.651,0.55008,0.4737,2.7285,7.3024,4.8574,3.3811,0.7045,0.0022091
5707,14.06,0,0,0,0,0,0,0,0
41798,151.71,0.44725,0.84711,2.4846,6.5241,5.5454,3.0813,0.74445,0.32585
19551,90.554,0.00037896,0.00012245,3.4086,7.2203,6.0197,3.3503,0.00018952,0.0003889
30465,131.42,0.0064085,0.7227,2.5903,7.5311,5.3355,3.0537,0.75485,0.00543
28962,40.266,0,0,0,0,0,0,0,0
29930,59.334,0.0014767,0.00044254,3.321,5.7919,8.2047,1.3439,1.3359,0.00080456
47551,306.99,0.003681,0.28989,2.0903,7.1634,6.1784,3.4913,0.78077,0.0022391
8160,139.81,0.00246,0.78926,2.3769,7.0415,5.3719,3.5539,0.86231,0.0018098
22702,116.96,0.011304,0.0094127,3.7886,6.7196,5.9143,3.539,0.0068725,0.010996
49730,80.155,0.011336,0.010276,2.2107,8.0308,6.6809,3.0386,0.006476,0.010948
18307,177.92,0.0064915,0.6405,2.5227,7.0377,5.7161,3.4529,0.61789,0.0057192
27627,51.554,0.0009692,0.00096355,0.00059061,9.8837,10.111,0.00042744,0.0009587,0.000947
46037,0,0,0,0,0,0,0,0,0
21190,1164.7,0.0068399,0.5105,3.1145,6.9417,5.9878,2.9398,0.49296,0.0059245
20909,1162.2,0.006813,0.56822,2.8763,6.9458,5.9241,3.0748,0.59841,0.0054888
20931,577.77,0.08133,0.59132,3.0166,6.835,5.6804,3.1907,0.6025,0.0021301
52909,0,0,0,0,0,0,0,0,0
26531,768.51,0.0026134,0.59424,2.7629,7.2102,5.9498,2.8124,0.66598,0.0018456
37069,26.629,0,0,0,0,0,0,0,0
9476,45.515,0,0,0,0,0,0,0,0
23462,1318.9,0.045956,1.069,3.9586,6.6052,5.4075,2.4022,0.49714,0.014357
27911,77.868,0.74172,1.0927,3.1005,6.4027,4.6057,2.7762,1.2801,0.00025798
29355,238.11,1.3037,1.2998,2.6412,5.8582,4.4663,2.7108,0.88157,0.83843
16912,964.57,0.083523,0.8335,3.7301,6.8386,5.2333,2.793,0.48742,0.00052669
28709,70.617,0.0052737,0.0052589,0.0040327,11.701,8.271,0.0026117,0.0052453,0.005204
17034,272.41,0.0062193,0.88702,2.8338,6.5675,5.1453,3.4498,1.1058,0.0045745
25509,0,0,0,0,0,0,0,0,0
20087,801.82,0.0027108,0.48591,2.8176,7.3075,5.8347,3.0108,0.53883,0.0018621
21731,411.58,0.0065792,0.54879,2.3761,6.9837,5.9765,3.5092,0.59356,0.0055609
35750,302.73,0.010332,0.53068,2.8441,7.2702,6.0472,3.0451,0.23985,0.012476
12244,183.56,0.3015,0.89602,2.853,6.2595,5.8456,2.7906,0.58348,0.47033
32147,117.81,0.00092359,0.64314,2.622,7.1006,5.764,3.0211,0.84636,0.0018898
45262,0,0,0,0,0,0,0,0,0
33874,229.24,0.00093844,0.31553,2.6221,6.6037,6.0354,4.0184,0.40316,0.00071934
37690,0,0,0,0,0,0,0,0,0
37723,0,0,0,0,0,0,0,0,0
9958,213.52,0.0071907,0.54711,2.8949,6.8126,5.8319,3.1362,0.46746,0.30258
16056,22.213,0,0,0,0,0,0,0,0
30467,269.01,0.0065536,0.56642,2.559,7.3558,5.7683,3.115,0.62326,0.0055904
