ScanNo,SumSn,ratio_0,ratio_1,ratio_5,ratio_10,ratio_10,ratio_5,ratio_1,ratio_0
21474,746.44,0.0030898,0.59247,2.8959,6.9072,5.8261,3.0181,0.64813,0.10898
26154,348.62,0.011148,0.0093886,3.6417,6.4661,6.209,3.6454,0.0063781,0.010815
44363,52.382,0.01392,0.01221,2.5222,7.7977,6.178,2.7457,0.71802,0.012158
42156,2.2437,0,0,0,0,0,0,0,0
32830,251.24,0.0065471,0.59126,2.8734,6.5357,6.3617,2.9965,0.62952,0.0053903
36262,305.51,0.26249,0.49671,3.0291,6.6474,5.9523,2.9489,0.66291,0.00019544
31319,146.08,0.0065542,0.5753,2.7355,7.0964,6.0363,2.855,0.68977,0.0051065
14518,38.621,0,0,0,0,0,0,0,0
32670,226.05,0.0068709,0.46169,2.7523,6.942,6.3754,2.9283,0.52802,0.0054541
43417,369.96,0.0066258,0.49938,2.6757,7.0783,6.1685,2.9611,0.60498,0.0053901
9033,100.72,0.012981,0.5315,2.848,7.561,5.479,3.5484,0.0065982,0.012546
40537,16.532,0,0,0,0,0,0,0,0
35249,26.226,0,0,0,0,0,0,0,0
28546,1201.2,0.015582,0.59795,2.8678,7.0457,5.8763,3.0874,0.49512,0.014108
28644,445.94,1.2536,1.3824,2.8107,5.9003,4.1587,2.6117,1.056,0.82664
53340,68.212,0.0061982,0.923,2.1637,7.5418,4.6685,3.6339,1.0587,0.0042461
29951,21.264,0,0,0,0,0,0,0,0
28654,316.7,0.0011685,0.44057,2.442,6.3177,6.2846,3.4249,0.92302,0.16611
28723,375.66,0.091192,0.54784,2.1328,6.8044,5.8867,3.7076,0.829,0.00043744
44847,833,0.0068339,0.52307,3.184,6.8837,5.9958,2.8611,0.5398,0.0057319
41592,356.48,0.012726,0.38214,2.8481,6.5776,5.8758,3.6523,0.63549,0.015833
39732,239.37,0.34008,0.43446,2.6398,6.9871,6.0235,3.0062,0.56679,0.00206
21394,283.22,0.0064494,0.67949,2.4666,6.5885,5.8821,3.6187,0.7529,0.0052342
13947,312.83,0.015356,0.55872,2.9868,7.2446,5.7017,2.8606,0.61841,0.013809
6810,26.745,0,0,0,0,0,0,0,0
35433,203.81,0.0028775,0.61293,2.8403,7.2109,5.9594,2.8342,0.53734,0.001938
42426,6.3143,0,0,0,0,0,0,0,0
48188,721.52,0.0099939,0.54037,3.3233,6.6117,5.8743,2.9725,0.65914,0.0086767
39296,184.43,0.009716,0.80534,3.7862,6.9882,5.1195,2.6322,0.64633,0.012499
20030,28.438,0,0,0,0,0,0,0,0
34023,284.22,0.006501,0.67139,2.8022,6.7668,5.9757,3.225,0.54677,0.0056139
39406,172.41,0.0068551,0.46663,2.9973,6.6802,5.9581,3.3288,0.55669,0.0055146
18001,1090.6,0.0027937,0.73362,3.0261,6.8405,5.7329,2.9247,0.73762,0.0017267
28578,1539.9,0.45292,0.85342,2.798,6.208,5.2658,2.9598,0.92413,0.53785
31972,85.579,1.4083,0.95243,2.9904,4.563,4.8475,3.8509,1.3869,0.00068761
36981,592.05,0.082321,0.66415,2.9394,6.831,5.4914,3.2524,0.73892,0.00043717
36095,173.59,0.01565,0.26802,3.334,6.9683,5.4783,3.5157,0.40582,0.014294
18928,446.97,0.34589,0.73833,2.8006,6.6927,5.4516,2.9717,0.77912,0.22002
9794,1070.1,0.0032611,0.54648,2.8613,6.8758,5.9581,3.1465,0.53136,0.077222
47122,2.2474,0,0,0,0,0,0,0,0
21616,678,0.0060595,0.004389,2.7087,7.4486,6.3723,3.2244,0.22988,0.0056019
32059,333.04,0.002642,0.53368,2.7655,7.3147,5.8053,2.8707,0.70578,0.0017581
23737,1095,0.0065812,0.52241,2.6799,7.0824,5.8144,3.233,0.65579,0.0055596
35275,264.74,0.0031483,0.55183,2.4982,6.4705,5.7741,3.6342,0.95161,0.11644
26039,0,0,0,0,0,0,0,0,0
34549,6169.7,0.029924,0.59794,2.6184,6.8563,6.0416,3.1891,0.63268,0.034061
30274,604.11,0.0050772,0.4215,3.007,7.5148,5.8773,3.1677,0.0017545,0.0049115
18472,612.33,0.0058897,1.2799,2.7742,6.1427,5.2472,3.152,1.3936,0.0044063
39098,0,0,0,0,0,0,0,0,0
40456,496.36,0.0066063,0.5142,2.9009,6.9567,6.1006,2.8664,0.64928,0.0052729
43696,306.25,0.0066047,0.54441,2.794,7.4406,5.391,3.2962,0.5216,0.0056382
20103,1292.1,0.0066109,0.51294,2.7623,7.0533,6.1558,3.0231,0.48004,0.0059659
51983,91.786,0.0036122,0.67606,2.9272,5.3382,6.8244,3.6245,0.59996,0.0061419
50949,165.68,0.00046686,0.43109,2.3262,6.15,5.9263,4.1117,1.054,0.00029035
20518,928.09,0.015536,0.59055,2.9531,6.9939,5.7418,3.1593,0.5315,0.014218
32344,1060,0.042852,0.55845,2.9074,6.8206,6.0732,3.0292,0.5118,0.056531
28338,598.5,0.0040371,0.4668,2.3699,6.6922,6.0935,3.6224,0.74491,0.0063032
14053,680.41,0.10961,0.96508,3.9976,6.718,5.2636,2.5251,0.41905,0.0019601
52600,0,0,0,0,0,0,0,0,0
37252,102.62,0.011075,0.0097135,2.8341,6.7181,6.3083,4.1019,0.0060215,0.010729
14075,1894.2,0.42455,0.79773,2.6324,6.3469,5.2963,3.1575,0.864,0.48069
27974,64.936,0.0052899,1.8576,3.0776,7.4941,5.2563,2.2927,0.0059681,0.010409
25166,194.74,0.0063566,0.85829,2.8665,6.2649,6.0582,3.3615,0.57889,0.0055373
23478,236.39,0.0066238,0.46025,2.5337,7.0588,6.0809,3.189,0.66521,0.0055626
36312,1291.4,0.0030266,0.59193,2.8964,7.1126,5.937,2.9067,0.55015,0.002195
34266,209.67,0.0067636,0.72699,2.7969,6.507,6.0689,3.2686,0.61945,0.0053805
30603,1598,0.0066159,0.5183,2.7994,7.032,6.0065,3.1382,0.49311,0.0058333
49023,8.3945,0,0,0,0,0,0,0,0
42840,436.57,6.17E-05,0.4583,2.529,6.3271,5.9369,3.7486,0.86097,0.13923
46420,79.63,0.0010745,0.51886,2.4709,6.7329,6.437,3.3396,0.49742,0.0023314
48748,286.64,0.00095177,0.20556,2.5172,5.9621,6.3304,4.154,0.82948,0.00036638
25977,8.1596,0,0,0,0,0,0,0,0
24586,890.58,0.0028155,0.51423,2.9196,7.0493,5.9148,3.0086,0.58867,0.001976
15404,480.6,0.0015682,1.032,2.9824,5.8648,5.2085,3.4877,1.422,0.0010535
14334,98.143,0.0014912,1.0475,2.7651,5.8217,5.4204,3.8545,1.0882,0.0010914
20203,1105.7,0.0066001,0.52083,2.6826,7.0027,6.2489,3.0469,0.48543,0.0059889
13277,2084.4,0.022992,0.54494,2.7238,7.0664,6.1168,2.9952,0.5084,0.021532
14265,1189.6,0.020955,0.68293,4.3717,6.4521,5.4545,2.6338,0.3833,0.00067011
497,65.16,0.0057442,0.00569,0.0029469,7.6454,6.4147,4.5723,0.68163,0.67154
13266,8609.5,0.0027967,0.55456,2.8122,7.1094,5.818,3.1352,0.56567,0.0022194
15385,618.12,0.011367,0.0099233,2.8866,7.554,6.2732,3.2472,0.006779,0.011024
25605,72.081,0.0017071,0.00044312,3.5274,7.3112,5.2391,3.4611,0.45755,0.0015235
29940,41.878,0,0,0,0,0,0,0,0
35269,110.68,0.32093,0.56804,2.7428,6.7331,5.5041,3.6068,0.52414,3.48E-05
35287,212.05,0.00021634,1.6833,2.9546,6.3585,5.0293,3.9733,0.00018636,0.00056048
35321,102.92,0.001392,0.00043693,4.3144,6.9,5.6676,3.1139,0.00080948,0.0014594
20118,745.36,0.44649,0.62919,2.9718,6.6927,5.3975,3.0129,0.84875,0.00068555
15810,743.35,0.097412,0.83933,3.656,6.9425,5.6977,2.3835,0.38136,0.0021459
23007,797.45,0.12688,0.54371,2.9496,6.7726,5.9561,3.0357,0.61314,0.0021814
48181,41.594,0,0,0,0,0,0,0,0
48405,56.858,0.0018835,0.00051739,3.1501,5.6843,6.229,4.1786,0.75422,0.0013287
28355,494.65,0.0615,0.70237,2.4389,7.3714,5.5273,3.3349,0.563,0.00056053
44693,3.8595,0,0,0,0,0,0,0,0
46877,133.73,0.00074346,0.42603,2.7256,6.5908,6.1034,3.708,0.44482,0.00070519
24214,66.001,0.0095257,0.4812,3.9197,7.4117,5.8363,2.3231,0.0066724,0.011796
26902,294.55,0.0030567,0.43736,3.1113,7.1904,5.9322,2.7715,0.55236,0.0019424
29093,955.05,0.0065827,0.59008,2.7002,7.0776,5.9753,3.1795,0.46504,0.0057434
24577,713.9,0.1797,0.64424,2.7904,6.8505,5.6584,3.0228,0.64673,0.20724
16003,1038.5,0.45304,0.80293,2.6374,6.5568,5.4253,2.9466,0.82801,0.34988
30356,1125.9,0.053892,0.53513,2.7686,7.2508,5.8197,2.9438,0.59084,0.037249
10641,640.31,0.0029011,0.67271,2.6412,6.8964,5.7549,3.2665,0.60509,0.16029
13293,91.826,0.49494,0.55665,2.1747,6.8999,5.5602,3.0998,0.66019,0.55362
9738,7780,0.011816,0.53027,3.1424,6.7818,6.1618,2.8005,0.56522,0.0062336
23347,7344.9,0.020884,0.53772,2.9548,7.0321,5.9221,3.0131,0.50495,0.014336
15347,46.269,0,0,0,0,0,0,0,0
19195,340.68,0.0048614,0.33513,2.4584,6.864,6.6191,3.2781,0.43373,0.0066304
47307,0,0,0,0,0,0,0,0,0
25859,550.95,0.19201,0.53416,2.4596,6.7852,5.8486,3.3142,0.86385,0.0024442
45062,984.71,0.0012623,0.39395,2.5034,6.7898,6.1837,3.4339,0.69167,0.0022655
18834,522.75,0.20889,0.65182,2.8708,6.719,5.8014,2.9185,0.65596,0.17369
24849,228.92,0.0065276,0.63268,2.7188,6.844,5.9784,3.2755,0.53856,0.0056734
25513,2621,0.0065869,0.53765,2.9462,7.0082,6.0372,2.8956,0.56283,0.0057469
29614,2133.8,0.0068443,0.52648,3.1236,6.8913,6.0508,2.8691,0.52629,0.0056097
21454,2204.7,0.019832,0.61037,3.6176,6.6593,5.3445,3.1588,0.57697,0.012727
43570,0,0,0,0,0,0,0,0,0
21234,123.99,0.0084193,0.70504,3.5096,6.5524,6.0051,3.2027,0.0056628,0.011126
13183,626.79,0.002914,0.52889,2.8126,7.3885,5.79,2.9315,0.5435,0.0021617
25963,145.68,3.31E-05,0.66874,1.8072,6.141,6.3093,4.0044,0.638,0.43126
26394,14.001,0,0,0,0,0,0,0,0
26543,0,0,0,0,0,0,0,0,0
30013,215.81,0.010549,0.33549,2.3269,5.9713,5.8754,4.2545,1.2205,0.0054193
30686,10.85,0,0,0,0,0,0,0,0
17435,1363.5,1.0013,1.0634,2.9132,5.9268,5.0032,2.8475,1.2432,0.0014202
17460,610.09,0.0068404,0.5747,2.8523,6.8624,5.9735,3.2769,0.44752,0.0058575
16274,8320.6,0.066558,0.7509,3.274,6.9143,5.6981,2.8027,0.48212,0.011319
16298,5151.6,0.047696,0.72688,3.33,7.0383,5.5456,2.8407,0.46559,0.0050931
6900,406.24,0.0029648,0.35311,2.7588,7.4497,5.8045,3.0829,0.54579,0.0021968
9972,60.088,0.014015,0.013167,2.9767,6.5827,6.211,3.436,0.75372,0.012711
26213,1675.7,0.049398,0.53433,2.8378,6.8675,5.7438,3.282,0.67891,0.0062241
12362,68.856,0.00026032,1.7975,3.1274,7.4893,4.3613,3.2232,0.00026576,0.00073603
32687,56.512,0.0056499,1.1638,2.6238,7.4532,4.854,3.8872,0.0036021,0.0087699
36000,179.47,0.00079968,0.31807,2.269,6.8924,5.8822,3.7058,0.93134,0.00041963
36033,347.69,0.00071454,0.41539,2.3335,6.339,6.3408,3.9085,0.6616,0.00055146
17529,208.43,0.0029306,0.38776,2.7786,7.1596,5.2634,3.7826,0.6232,0.0019491
40762,7.9967,0,0,0,0,0,0,0,0
40784,33.553,0,0,0,0,0,0,0,0
25946,44.385,0,0,0,0,0,0,0,0
22685,158.76,0.0067226,0.35327,2.7894,7.2553,5.6167,3.293,0.68058,0.0050942
10036,55.474,2.0363,1.9096,2.1383,2.6474,4.3719,3.2551,2.6377,1.0036
24582,135.95,0.33116,0.80176,2.8158,5.9276,5.5704,3.137,1.0688,0.34741
23381,252.31,0.0069403,0.23876,3.0721,7.41,5.6572,3.1788,0.43031,0.0058709
19102,572.35,0.0066895,0.40698,2.9378,7.017,5.8938,3.1218,0.61054,0.005464
49930,113.47,0.0064643,0.77355,2.5515,7.6751,5.2046,3.3486,0.43442,0.0057144
30468,75.865,0.0083462,0.79631,3.8562,6.3703,6.2761,2.6748,0.0064144,0.011498
29795,0,0,0,0,0,0,0,0,0
26004,499.49,0.0065605,0.56523,2.6901,6.7902,6.2222,3.0906,0.62965,0.0054999
38247,45.918,0,0,0,0,0,0,0,0
21275,455.38,0.00072574,0.61985,2.9512,6.8178,5.7039,2.9782,0.74703,0.18127
19407,459.51,0.0064784,0.6496,3.0344,6.857,5.8195,2.9211,0.7065,0.0054416
11009,37.905,0,0,0,0,0,0,0,0
8659,1189.5,0.0067889,0.6079,2.9961,6.6407,5.7891,3.2983,0.65587,0.0053305
25418,577.37,0.015615,0.42571,3.0429,6.9694,6.0947,3.0391,0.39824,0.014385
17151,252.97,0.00089593,0.42933,2.0173,6.2493,5.9147,4.1251,1.0475,0.21596
14384,224.47,0.012063,0.30794,2.7606,7.7055,5.6961,3.0417,0.46563,0.010482
21171,310.73,0.0068184,0.55464,2.8799,7.0231,5.7388,3.1714,0.62017,0.0052491
40066,239.64,0.52975,0.85935,2.9257,6.4,5.1097,2.9055,0.78641,0.48362
15872,33.246,0,0,0,0,0,0,0,0
10715,611.38,1.5716,1.1499,2.4372,4.7705,4.4412,2.8679,1.451,1.3106
47229,0,0,0,0,0,0,0,0,0
40858,0,0,0,0,0,0,0,0,0
41303,483.26,0.0065822,0.53442,2.7165,7.0483,6.0117,3.041,0.63601,0.0054811
42046,621.99,0.015603,0.51562,3.0792,6.8929,5.8272,3.1766,0.47863,0.014154
9705,346.78,0.011374,0.0098218,3.0698,7.4245,6.041,3.4256,0.0068736,0.01105
39949,496.01,2.0816,2.1395,2.6215,3.3751,3.0637,2.6407,2.0555,2.0223
12289,74.692,0.00081273,0.00016166,2.8533,6.4017,6.8721,3.2826,0.58857,0.00082716
26308,313.03,0.015291,0.58375,2.5845,7.1482,6.1175,2.9645,0.57214,0.014121
43728,317.63,0.0028727,0.58807,3.0192,7.0552,5.8047,2.9493,0.57873,0.0018693
50317,33.681,0,0,0,0,0,0,0,0
7162,1451,0.0098309,0.82709,3.3925,7.2481,5.145,2.9108,0.45389,0.01274
27014,66.894,0.0026127,0.73004,4.2444,6.9071,4.0428,3.2664,0.80325,0.0034951
29160,683.11,0.006829,0.62843,3.1803,6.7878,5.9053,3.0424,0.44313,0.0058312
24221,0,0,0,0,0,0,0,0,0
28120,29.881,0,0,0,0,0,0,0,0
29199,2.7605,0,0,0,0,0,0,0,0
37836,11.948,0,0,0,0,0,0,0,0
42771,91.422,0.00072651,0.47253,2.4054,7.7839,5.8095,3.1661,0.36102,0.00077054
27781,748.83,0.015585,0.52375,2.9862,7.1405,5.6502,3.1536,0.51606,0.014114
24530,1625.7,0.0065914,0.53726,2.7877,6.9943,6.0189,3.0934,0.55626,0.0056991
11722,759.24,0.45565,0.94841,3.3144,6.4908,5.0783,2.746,0.72454,0.24181
14956,220.53,0.015433,0.52017,2.8149,6.9787,5.6874,3.4095,0.56018,0.013768
34227,101.76,0.0087133,0.0030577,2.4815,6.947,6.367,3.5255,0.66046,0.0067284
23365,157.42,0.0065934,0.54307,2.5383,7.2066,5.7923,3.3824,0.52497,0.0057537
38056,359.72,0.0010774,0.52073,2.8615,6.6705,6.3012,2.9976,0.64535,0.0020772
46032,0,0,0,0,0,0,0,0,0
38292,1707.8,0.0068388,0.52895,3.1371,6.9182,6.0606,2.8331,0.50942,0.0057824
22423,1195.7,0.0068629,0.48562,2.8401,7.0757,6.059,3.0682,0.45869,0.0058569
10669,3727.6,0.0068306,0.49976,2.9922,7.0586,5.8377,3.06,0.53891,0.0059298
10693,97.41,0.0068018,0.54453,2.8513,6.6672,6.169,3.1316,0.62384,0.0057938
33223,137.99,0.0066116,1.4449,2.915,7.116,4.6153,3.141,0.7504,0.0108
36071,222.73,0.0097818,0.69911,3.6894,6.4728,5.6595,3.2474,0.20847,0.013463
43164,183.76,0.00043037,0.71163,2.9684,6.1702,6.1747,2.8952,1.0791,0.00027255
43714,203.85,0.009806,0.70081,3.4412,6.4547,6.1542,2.9994,0.22658,0.013432
44236,87.452,0.0090386,0.51362,3.7792,6.5672,6.537,2.5771,0.00567,0.011151
44790,33.672,0,0,0,0,0,0,0,0
45311,20.97,0,0,0,0,0,0,0,0
45989,18.738,0,0,0,0,0,0,0,0
19346,155.51,1.2609,1.7291,2.2664,4.9273,4.1968,2.9437,1.4679,1.2078
25965,980.62,0.006569,0.57845,2.7472,7.2249,5.845,3.0971,0.49506,0.0058317
200,976.69,0.0068226,0.5051,3.1898,6.9734,5.6804,3.092,0.54645,0.0060182
41496,269.32,0.006606,0.54638,3.0362,7.042,6.1064,2.6977,0.55932,0.0054463
11270,2601.9,0.0064676,0.66348,2.8708,6.8569,5.9284,2.9851,0.68337,0.005557
32195,123.19,0.60586,0.79309,3.0747,5.9517,4.9091,3.8266,0.83661,0.0023356
23887,1576.8,1.8194,1.5111,2.5894,4.2808,3.7723,2.8018,1.7463,1.4789
17180,512.04,0.0065912,0.48839,2.6142,7.2589,5.8182,3.0563,0.75208,0.0052843
44591,408.42,0.002889,0.61399,3.1982,6.837,5.8594,2.9959,0.49057,0.0019871
10167,180.25,0.23367,0.74056,2.1933,6.9331,5.751,3.346,0.80049,0.0018065
29847,465.2,0.015316,0.58309,3.0143,6.6838,5.6858,3.2048,0.79965,0.013327
22593,3574.6,0.042976,0.61209,2.895,7.0323,5.9019,2.9466,0.53886,0.030186
10926,2.3631,0,0,0,0,0,0,0,0
24102,1179.5,0.0027889,0.55321,2.6806,7.2269,5.8375,3.0961,0.60075,0.0021033
24122,1251.1,0.0066159,0.49996,2.7311,7.1415,5.8514,3.2019,0.56177,0.0057157
52692,0,0,0,0,0,0,0,0,0
53082,0,0,0,0,0,0,0,0,0
53253,0,0,0,0,0,0,0,0,0
34827,260.16,0.0031359,0.49795,3.5476,7.0364,5.8365,2.7409,0.33305,0.0045262
22677,180.96,0.00050764,0.65482,2.4753,6.6479,5.8038,3.6262,0.79109,0.000386
29499,625.41,0.00054445,0.62768,2.4864,6.7472,5.2595,4.2789,0.59931,0.00048459
32610,24.215,0,0,0,0,0,0,0,0
39154,206.83,0.0030657,0.45472,2.6747,7.0784,6.3458,2.5744,0.69704,0.17187
39182,541.58,0.0066063,0.50504,2.8626,6.7029,6.1662,3.1256,0.62554,0.0055181
39908,280.72,0.0012758,0.35761,2.5213,6.8776,5.7925,3.6375,0.81005,0.0022311
31410,107.95,0.0026339,0.64388,2.396,6.9096,6.3063,3.3356,0.40369,0.0022429
15474,1565.5,0.0068134,0.54798,2.7467,7.0651,5.8379,3.2514,0.53807,0.0059718
33788,308.8,1.2096,1.018,2.1686,5.4172,4.1601,3.2431,1.4211,1.3623
49497,1368.4,0.010742,0.58589,2.8132,6.7086,5.8538,3.2991,0.69013,0.038569
25675,250.27,0.013352,0.28932,2.5974,6.9209,5.988,3.5474,0.6278,0.015895
12925,1008.6,0.0029735,0.54362,2.7209,6.9738,5.9317,3.2018,0.57115,0.053995
39238,792.64,0.010824,0.58591,2.4997,6.4644,6.5112,3.2933,0.5914,0.043333
32178,892.55,0.0028569,0.52374,2.9216,7.3043,5.8502,2.9974,0.39767,0.002197
17453,19.146,0,0,0,0,0,0,0,0
23187,414.59,0.63813,1.0568,2.7397,5.6532,5.0734,3.1472,0.93024,0.76123
41408,23.166,0,0,0,0,0,0,0,0
45880,186.25,0.00092929,0.16197,2.3392,6.5473,6.074,4.1627,0.71336,0.00054602
30396,732.85,0.0027946,0.54799,2.8352,7.0179,5.8643,3.1398,0.59,0.0020737
37931,1493.6,0.99214,0.92922,2.5019,5.2157,5.1608,3.0595,1.2037,0.93708
11325,4663.5,0.060071,0.76493,3.182,7.0536,5.5999,2.891,0.44809,0.00041427
43468,172.27,0.0066135,0.51177,2.6535,6.8222,6.3557,3.0919,0.55269,0.0056786
36129,143.6,0.015673,0.39612,2.807,7.0134,6.3189,3.0871,0.34751,0.014357
51453,221.19,0.003155,0.48908,3.1976,8.009,5.3208,2.584,0.39163,0.0047192
20849,90.563,0.0051909,0.67724,2.8922,7.6744,5.5594,3.1844,0.0019895,0.005105
41475,235.69,0.010438,0.60375,3.1255,7.6509,5.1698,2.8267,0.6004,0.012524
51330,59.105,0.010757,0.010245,3.1483,7.2419,5.5803,3.9929,0.005089,0.01049
13961,170.11,0.00022395,0.00022249,0.00012276,10.757,9.2424,0.00010301,0.00022165,0.00021917
31426,2296.6,0.0065644,0.57328,2.8265,7.0652,6.0264,2.9109,0.58553,0.005567
18174,1479.7,0.0029274,0.52273,3.0165,7.2162,5.9523,2.8227,0.46447,0.0021629
16581,1622.6,0.0068254,0.55764,3.0508,6.9906,5.9557,2.8987,0.53389,0.0057237
12833,724.08,0.0052717,0.71714,2.7465,7.0825,6.1754,3.2658,0.0021456,0.0052157
24378,2.8825,0,0,0,0,0,0,0,0
30055,209.33,0.013062,0.40284,2.8747,6.8757,5.7892,3.4075,0.62176,0.015294
22138,128.94,0.00087665,0.30548,1.8117,6.4667,6.5667,4.1619,0.68623,0.00045402
16334,377.95,0.015444,0.46554,2.6784,7.1608,6.248,2.9025,0.51533,0.014013
50514,274,0.0011699,0.43108,2.5584,6.4837,6.5286,3.2693,0.72565,0.002135
39682,644.89,0.0026094,0.59958,2.7088,7.1275,5.8442,3.0837,0.63193,0.0017211
19700,458.58,0.0066333,0.47263,2.8622,6.9833,5.978,3.1413,0.55004,0.0058093
12584,854.06,0.011691,0.011036,3.1524,7.3538,6.4708,2.9813,0.0074145,0.011472
12612,814.44,0.015595,0.35641,2.9542,7.165,5.6563,3.4212,0.41697,0.014438
15973,1304.2,0.0064779,0.67031,3.0078,6.9872,5.8013,2.9569,0.56411,0.005819
19656,3664.2,0.05123,0.51826,3.0445,6.9207,5.9174,2.9336,0.56306,0.051282
17046,160.45,0.0049659,0.28959,1.8975,7.0444,6.9245,3.2225,0.61014,0.0065263
52665,0,0,0,0,0,0,0,0,0
22194,1909.9,0.0068493,0.44262,2.9381,7.112,5.8566,3.1578,0.4799,0.0061056
24372,1516.2,0.082882,0.576,2.9512,6.9596,5.897,2.9184,0.55721,0.057656
39820,522.89,0.0065755,0.59375,2.6882,7.3546,6.0047,2.9219,0.4244,0.0059236
27814,158.79,0.0067952,0.62863,3.3025,6.5786,6.2433,2.6176,0.61721,0.0053217
12331,116.66,1.5784,1.3346,2.8528,3.5423,3.969,2.8182,2.2435,1.6612
35018,536.14,0.0065977,0.54335,2.9563,7.0573,5.8074,3.0724,0.55116,0.0056035
18052,53.333,0.01114,0.0098039,2.8099,6.7242,6.9519,3.4761,0.0061388,0.01077
297,6601.9,0.055735,0.82217,3.9402,6.6462,5.5557,2.54,0.42523,0.014806
33059,719.25,0.0027335,0.45951,2.9434,6.951,5.7655,3.3286,0.54712,0.0020888
35379,191.79,0.0066053,0.53268,2.611,7.2811,6.1993,2.7339,0.63032,0.0051979
18693,48.561,0,0,0,0,0,0,0,0
20729,646.69,0.006386,0.77622,2.9391,6.7479,5.6581,3.1751,0.69169,0.0054815
17184,55.482,0.011462,0.010706,3.6672,6.4546,6.1247,3.7133,0.0067719,0.011251
43175,138.29,0.00080514,0.32897,2.1023,7.4236,5.5512,3.6626,0.92999,0.00039105
14926,1274.4,0.015359,0.52637,2.9413,7.0211,6.0249,2.923,0.53381,0.014136
37791,809.59,0.0068253,0.55118,3.1974,6.6733,6.2588,2.7456,0.56123,0.0056191
27761,1284.1,0.015345,0.55538,2.6804,7.1956,5.9029,3.1201,0.51615,0.01414
10477,660.03,0.0065773,0.52526,2.5995,6.9609,5.7613,3.4655,0.67547,0.0054748
19068,492.26,0.0066139,0.53394,3.0124,7.0263,6.1974,2.7343,0.48322,0.0057894
16867,1853.1,0.0065919,0.52438,2.7041,7.0837,5.932,3.1783,0.56512,0.0057679
12756,1910.8,0.006572,0.54254,2.7062,7.1189,6.0288,2.999,0.59211,0.005744
27624,2270,0.0027018,0.50496,2.9424,7.053,5.9863,2.966,0.54246,0.0020495
27643,1658.2,0.13002,0.59876,2.7415,6.9748,5.9876,2.8811,0.56781,0.11836
10826,11.201,0,0,0,0,0,0,0,0
19071,1305.9,0.0027062,0.47857,2.9011,7.0373,5.9355,3.0501,0.59287,0.001904
28745,1191.2,0.0009927,0.41107,2.3177,6.5848,6.4403,3.5246,0.71814,0.0024271
40876,0,0,0,0,0,0,0,0,0
11867,772.11,0.0026881,0.51238,2.6902,7.1774,5.8515,3.1895,0.57435,0.0020442
35581,892.52,0.36943,0.93969,4.245,6.0602,4.9023,2.4623,0.6851,0.3359
21974,11.107,0,0,0,0,0,0,0,0
4060,30.995,0,0,0,0,0,0,0,0
49913,237.07,0.0068863,0.37601,3.1424,7.0331,6.065,2.883,0.48776,0.0058475
30303,95.132,0.0065899,0.53645,3.3223,6.6656,5.5378,3.3406,0.58513,0.0056343
9902,1042.7,0.0068086,0.561,2.9308,6.7436,5.9675,3.1769,0.60771,0.0055989
15011,37.171,0,0,0,0,0,0,0,0
7747,1623.6,0.032366,0.48153,2.7568,7.1232,5.8757,3.1732,0.55491,0.0022487
13324,344.83,1.0485,0.86655,2.4364,5.5328,4.656,3.3233,1.2797,0.85675
30750,139.46,0.0084151,0.75863,2.4507,7.5288,5.2018,2.9183,1.1269,0.0064277
19946,13.713,0,0,0,0,0,0,0,0
27901,329.22,0.011173,0.0094467,3.5831,6.9729,5.9917,3.4145,0.0064152,0.01083
19552,5011.4,0.0029085,0.51695,3.0025,7.0628,5.8795,2.9635,0.5698,0.0021019
21995,943.09,0.011335,0.0096308,3.3569,6.9095,5.8935,3.8012,0.0068592,0.01103
32834,230.88,0.0065093,0.58993,2.9219,6.7738,5.8892,3.003,0.81076,0.0049322
44303,182.14,0.0068772,0.55202,3.4579,7.2502,6.2315,2.1103,0.38547,0.0058499
29769,355.16,0.099385,0.5933,2.8351,6.9877,5.9684,3.033,0.48243,0.00067535
8381,423.98,0.10721,0.70303,2.5727,6.8921,5.8948,3.2044,0.62342,0.0022556
31800,1748.6,0.26764,0.66332,3.1883,6.6872,5.3818,2.9228,0.68057,0.20844
26528,473.97,0.015347,0.56578,2.7862,7.158,6.0094,3.1285,0.32212,0.014563
29895,138.62,1.0329,1.0073,2.6414,5.9963,5.2152,3.6888,1.84E-05,0.41808
31990,790.64,0.0027033,0.50946,2.8546,6.9929,5.9405,3.1796,0.51812,0.0020642
11228,389.74,0.011813,0.011377,2.2328,8.5174,6.5659,2.6414,0.0077197,0.011585
34386,1046.7,0.0027093,0.50629,2.6734,7.2884,5.8629,3.1775,0.48666,0.0021484
20969,77.555,0.0074554,1.2466,3.5156,7.5193,5.3086,2.3837,0.007161,0.01162
7808,4301.4,0.006847,0.47922,2.9651,7.0837,5.8208,3.1177,0.52071,0.0058132
20535,1332,0.015331,0.56907,2.7508,6.8951,5.9682,3.2179,0.56963,0.014015
35377,319.69,0.0066016,0.57009,3.0054,6.9746,6.1559,2.7492,0.53279,0.0054278
22962,221.07,0.00046833,0.74867,2.4811,6.3893,6.0482,3.693,0.63883,0.00045103
30587,247.17,3.75E-05,0.43927,3.0914,6.9054,5.8592,3.1999,0.50479,3.22E-05
16909,41.014,0,0,0,0,0,0,0,0
20076,4.2104,0,0,0,0,0,0,0,0
7461,892.49,0.25703,0.64111,3.034,6.7007,5.8152,2.9092,0.64058,0.0022304
