ScanNo,SumSn,ratio_0,ratio_1,ratio_5,ratio_10,ratio_10,ratio_5,ratio_1,ratio_0
17909,1015.8,0.16772,0.71077,2.9738,6.8869,5.7765,2.8288,0.57951,0.075941
17922,787.26,0.011671,0.58349,3.8988,7.0571,5.4961,2.5838,0.32603,0.043109
17924,766.47,0.061063,0.65804,2.8195,7.0417,5.9523,2.8863,0.57514,0.0060309
18000,10.144,0,0,0,0,0,0,0,0
18065,388.77,0.0065316,0.63673,3.1547,6.6968,5.7876,3.0989,0.61353,0.0052381
18083,143.74,0.015248,0.69051,3.0422,6.8827,5.3653,3.2377,0.75285,0.013428
18149,295.66,0.0066288,0.49823,2.5543,7.3828,6.2936,2.7015,0.55748,0.0055946
18154,566.84,0.015453,0.48885,2.9061,7.4619,5.7356,2.9367,0.44137,0.014145
18176,546.89,0.0045133,0.42798,2.4264,6.603,6.2257,3.6123,0.69401,0.006124
18179,238.68,0.25917,0.80066,2.772,6.641,5.3517,3.3882,0.78558,0.0017131
18200,286.82,0.0029786,0.59388,2.9503,7.1462,5.7162,2.7608,0.69425,0.13539
18218,136.09,0.00043126,0.5401,2.3352,6.5455,6.2092,3.6978,0.67142,0.00035029
18237,85.768,0.0019203,0.79898,2.1668,6.3304,6.3674,3.0323,1.301,0.0012435
18295,416.37,0.32627,0.6761,2.4137,6.9492,5.5368,3.1283,0.79624,0.17328
18298,403.91,0.0020969,1.1954,2.6406,6.2171,5.4457,3.0509,1.4471,0.0011368
18335,161.81,0.015524,0.45357,2.9403,7.2058,5.7792,3.1977,0.39365,0.014144
18336,639.12,0.12881,0.54014,2.3818,6.678,5.6925,3.7196,0.85803,0.0010085
18383,274.39,0.0066573,0.48955,2.9521,7.2484,5.7181,3.2907,0.28821,0.0063046
18390,543.73,0.0023174,0.94475,2.6582,6.5093,5.66,3.1286,1.0953,0.0015125
18525,0,0,0,0,0,0,0,0,0
18526,598.93,0.64671,0.87166,2.6867,6.2817,5.2764,2.8714,0.78152,0.58393
18677,507.25,0.00090222,0.49076,2.3102,6.5074,6.1304,3.7355,0.82266,0.0021933
18722,412.88,0.0066442,0.50143,3.2741,6.8502,5.8747,3.0232,0.46399,0.0058216
18725,272.53,0.0067932,0.66367,3.0356,6.433,5.9215,3.3961,0.53765,0.0057465
18809,520.59,0.015585,0.56366,3.0943,7.1168,5.623,3.1248,0.44762,0.014265
18845,537.34,0.014032,0.013255,2.7906,7.3381,6.0287,3.14,0.66281,0.012604
18856,912.03,0.20189,0.97305,4.029,6.7584,5.2177,2.4476,0.37173,0.0006161
18903,3622.5,0.088292,0.98637,3.7278,6.8342,5.4226,2.5011,0.4272,0.012391
18921,374.44,0.0030774,0.65846,3.0064,6.977,5.7348,2.9588,0.52663,0.13474
18942,302.31,1.4714,1.536,2.3432,4.8978,4.3051,3.3483,2.0965,0.001756
18970,540.26,1.1537,1.1269,2.7945,5.0684,4.489,2.93,1.4395,0.99801
18971,413.12,0.53763,0.8215,2.6451,6.3642,5.2672,3.0949,0.87665,0.39283
18980,63.722,0.011352,0.0097029,3.3212,7.4163,6.1377,3.0859,0.0068463,0.011012
19071,584.93,0.0029073,0.57237,3.1344,7.0198,5.8446,2.9325,0.49131,0.0021235
19072,544.87,0.0065447,1.0736,2.8381,6.1025,5.6081,3.1989,1.1674,0.0048718
19131,114.79,0.55482,0.67979,2.9156,5.8792,5.8253,2.3738,1.2276,0.54385
19180,219.78,0.2839,0.74179,3.0411,6.3309,5.3266,3.0134,0.94137,0.32099
19219,547.91,0.015252,0.6488,2.8339,6.8977,6.0637,2.8136,0.71342,0.013696
19225,808.58,0.1523,0.65078,2.9321,6.5577,5.9272,2.9994,0.63772,0.14272
19235,185.25,0.0017791,0.72923,3.4952,7.0744,6.0857,2.6114,0.00047177,0.0017796
19240,271.89,0.015317,0.75194,2.7644,7.0088,6.0031,3.0482,0.39418,0.014109
19241,156.86,0.01097,0.0092609,3.5873,6.0161,5.8413,4.5185,0.0059517,0.010648
19245,578.51,1.8324,1.6584,2.4929,3.9288,3.7526,2.78,1.8352,1.7197
19257,429.72,0.00045356,1.0178,3.7084,6.7114,5.3037,2.254,0.93019,0.073972
19262,209.04,0.0048014,0.93082,3.2182,6.8597,5.2859,3.6937,0.0019567,0.0049782
19337,207.35,0.011634,0.011076,2.7981,8.5425,5.616,3.0021,0.0071757,0.011406
19356,108.98,0.015221,0.67178,2.9186,6.865,5.1858,3.3993,0.9312,0.013034
19430,760.77,0.0013524,0.39673,2.5184,6.9987,6.0973,3.2831,0.64176,0.062752
19444,448.26,0.0066035,0.52691,2.8517,6.8885,6.1938,2.9098,0.61729,0.0053517
19471,854.66,0.31598,0.84761,2.838,6.3011,5.5983,2.9994,0.77146,0.32812
19561,805.15,0.0064611,0.68934,2.86,6.9916,5.784,2.9726,0.69066,0.0052792
19572,670.18,0.61559,0.85426,2.3525,5.8625,5.4503,3.2035,1.0873,0.57404
19620,31.814,0,0,0,0,0,0,0,0
19631,737.88,0.0028906,0.44645,2.9541,7.1629,5.7967,3.1603,0.47434,0.0023577
19638,378.81,0.015341,0.54897,3.0092,6.9539,5.8552,2.9369,0.66684,0.013777
19650,225.68,0.0045467,0.4627,2.1513,6.644,6.1925,3.8549,0.68398,0.0059868
19692,231.96,0.006651,0.5196,2.7364,7.1382,6.1369,3.0256,0.4309,0.0057652
19699,2049.8,0.10564,0.90954,3.9684,6.8185,5.1747,2.4022,0.32378,0.29727
19711,715.09,0.23226,0.61756,2.9132,6.8883,5.6369,3.0185,0.57043,0.12292
19745,78.976,0.0047211,1.8072,4.5366,6.8835,4.3865,2.3657,0.0057724,0.010114
19755,342.96,0.28494,0.64957,2.5196,6.6139,5.6678,3.0987,0.86483,0.30068
19765,84.116,1.0444,1.2049,2.7011,5.0575,4.796,3.4759,1.7192,0.00096119
19775,495.64,0.0065976,0.532,2.7186,7.3294,5.6267,3.1211,0.66054,0.005101
19801,346.34,0.1818,0.64578,2.8859,6.8404,5.699,2.7297,0.78986,0.22758
19808,204.86,0.00066779,0.72941,2.3396,6.9382,5.5795,3.5132,0.63667,0.26288
19811,334.26,0.0034583,0.58581,2.5858,6.4474,5.8157,3.6923,0.86353,0.0060838
19816,879.34,0.24666,0.62966,2.8017,6.8786,5.6542,3.0717,0.57309,0.14443
19864,651.51,0.0096106,0.56402,3.3319,6.9415,5.6863,2.8069,0.65173,0.0080399
19867,255.13,0.00049348,0.66144,2.6958,6.6078,6.2203,2.8541,0.95967,0.00033753
19879,219.68,0.011511,0.0099356,3.038,7.2691,6.4712,3.1819,0.0072994,0.011197
19948,217.54,0.0035089,0.68691,2.3961,6.7747,5.7819,3.5622,0.78877,0.0058414
19989,77.953,0.00098342,0.00042364,2.6982,7.8953,6.5474,2.8564,0.0003658,0.00089858
20012,181.95,2.28E-05,0.80205,3.308,6.8315,5.8991,2.2364,0.28057,0.64236
20014,380.93,0.011277,0.0096799,3.2558,7.3869,6.0709,3.2479,0.0066118,0.010931
20041,828.03,0.015351,0.59416,2.8006,7.2533,5.9168,2.8964,0.50928,0.014036
20089,447.09,0.0068274,0.54528,3.052,7.172,6.037,2.7255,0.45533,0.0060839
20104,638.13,0.006868,0.45147,2.9858,7.3349,5.9062,2.7969,0.51213,0.0056635
20164,1030.9,0.09961,0.84528,3.1712,6.9297,5.7402,2.8088,0.40452,0.0006764
20181,338.61,1.3126,1.1972,2.7429,4.5351,4.2799,3.0967,1.6632,1.1724
20182,889.89,0.0066299,0.55122,2.8299,6.9808,6.1835,2.9833,0.45894,0.0056303
20203,164.42,0.010975,0.0091838,3.7971,6.227,5.7803,4.1588,0.0059947,0.010646
20231,759.66,0.14137,1.1242,3.4898,6.7932,5.0385,2.7058,0.53779,0.16941
20243,407.61,0.00045789,0.98967,3.5437,6.9394,4.9887,2.8444,0.69257,0.00097127
20374,615.26,0.36197,0.6154,2.8623,6.5696,5.3318,3.1143,0.81875,0.32595
20380,159.39,0.43758,1.0698,2.762,5.9874,5.3953,3.6745,0.67269,0.00058333
20414,419.11,0.0026974,0.49395,2.9238,7.0159,5.9228,3.0385,0.6003,0.0020473
20428,142.59,0.015455,0.58269,3.4545,6.3583,6.4512,2.8002,0.32328,0.014302
20442,22.128,0,0,0,0,0,0,0,0
20453,279.79,0.18335,0.99584,3.147,6.426,5.7885,2.9084,0.5496,0.0013611
20454,49.746,0,0,0,0,0,0,0,0
20458,518.95,0.0065528,0.60526,2.9167,7.165,5.7414,2.9445,0.61527,0.0052405
20515,76.495,0.0059257,0.004446,2.5566,6.9296,5.981,3.7745,0.74365,0.0042899
20526,1208.9,0.0029558,0.57179,2.9283,6.9231,5.9294,3.0646,0.5519,0.02796
20539,280.3,0.39313,0.71023,2.6884,6.3061,5.5067,3.0133,0.91968,0.46256
20610,530.33,0.12028,0.62904,2.8018,7.0209,6.4027,2.3741,0.59602,0.05515
20639,1042.4,0.22412,0.67442,2.9121,6.6531,5.8153,2.9214,0.65508,0.14457
20647,516.45,0.0025416,0.35183,2.3231,6.7341,6.4754,3.3168,0.7948,0.0014352
20681,440.43,2.9145,1.8528,2.3458,3.41,3.0306,2.6112,2.2127,1.6223
20707,492.96,0.0029876,0.57232,3.0818,6.924,5.9062,3.0164,0.39129,0.10506
20753,227.49,0.88184,1.2557,1.9684,4.5436,5.1841,3.1541,1.655,1.3571
20757,299.06,1.5101,1.5545,2.5488,4.6952,3.5749,2.8698,1.9592,1.2875
20762,1477.6,0.078973,0.6967,3.2524,6.3441,5.8005,2.801,1.0046,0.021631
20776,789.63,1.5044,1.2741,2.6005,5.1847,4.2059,2.7578,1.4318,1.0408
20784,448.36,0.12379,0.64602,3.0786,6.9299,5.5022,3.0459,0.57307,0.10058
20814,712.96,0.0067841,0.63407,2.8843,7.1191,5.6011,3.1411,0.60788,0.0056608
20858,0,0,0,0,0,0,0,0,0
20860,771.21,0.0026088,0.62474,2.9611,7.128,5.8639,2.8256,0.59197,0.0020091
20869,575.05,0.17408,0.6418,2.7469,6.8592,5.8059,2.9671,0.60211,0.20289
20870,728.65,0.052147,1.0876,3.1588,7.0842,5.489,2.8019,0.3245,0.0017802
20879,414.44,0.0024253,0.88892,2.3587,6.169,5.7821,3.4607,1.3326,0.0055031
20901,931.83,0.20421,0.6313,2.8418,6.6743,5.833,3.0485,0.66084,0.10601
20917,701.16,0.0011123,0.4628,2.7191,6.5984,6.0971,3.3725,0.74678,0.0021478
20926,606.83,0.01262,1.897,3.0506,5.6098,4.6455,3.1041,0.0054241,1.6749
20944,517.36,0.1711,0.60904,2.776,6.985,5.7536,3.1602,0.54308,0.002076
20964,824.28,0.0064809,0.63786,2.9164,6.8746,5.9783,2.8525,0.7284,0.0054512
20995,887.34,0.0029047,0.52212,3.2505,7.0126,5.8726,2.7834,0.55379,0.0020279
21002,901.68,0.0045604,0.36875,2.4274,6.8382,6.0519,3.6103,0.69254,0.006354
21006,501.51,0.14636,0.5021,3.4109,6.6268,5.9284,2.8692,0.51411,0.0021253
21010,854.08,0.95441,0.96407,2.8481,5.82,4.8515,2.7703,1.1627,0.62882
21023,949.16,0.002865,0.58871,3.0586,6.9657,5.9136,2.8704,0.5983,0.0018448
21095,1052.1,0.11601,0.91048,3.6982,6.7879,5.5357,2.5693,0.38181,0.00056374
21115,307.32,0.0011571,0.48784,2.3048,6.5629,6.182,3.7337,0.72569,0.0020086
21174,425.88,0.0030186,0.68264,2.8724,6.8062,5.7561,3.0106,0.65023,0.21874
21179,217.88,3.93E-05,1.1196,2.4763,6.2202,4.8431,3.4273,1.0428,0.87079
2119,166.35,0.00073679,0.84912,3.4136,7.2996,5.0441,2.8664,0.525,0.0014158
21205,682.87,0.11448,0.52487,3.0124,6.9738,5.9936,2.7948,0.58603,2.80E-05
21285,1234.5,0.0064133,0.72536,2.9085,6.6441,5.8303,3.1267,0.75323,0.005329
21298,724.12,0.0059243,0.004277,2.7807,7.2277,5.9042,3.2207,0.85186,0.0045758
21319,161.43,0.0072091,1.2241,4.1292,6.8458,5.877,1.8973,0.0075701,0.011718
21333,455.44,0.0064209,0.74916,2.8368,7.2521,5.3717,3.1115,0.66703,0.0053391
21360,269.17,0.00080159,0.87323,2.7934,6.5777,5.071,2.9093,1.0193,0.75542
21376,377.5,0.00091498,0.58958,2.375,6.3747,6.0404,3.791,0.82654,0.0019896
21441,865.74,0.0025923,0.60519,3.1318,6.5984,5.8057,3.1457,0.70888,0.0017539
21494,141.48,0.00088014,0.00035087,3.7499,6.8643,5.9869,3.3964,0.00034871,0.00083792
21502,295.3,0.015423,0.59336,3.0272,7.03,5.7097,3.0696,0.54101,0.013674
21556,65.978,0.011113,0.0047466,2.8882,7.547,6.0977,2.8162,0.62467,0.010329
21562,374.09,0.006635,0.48214,2.7151,7.2716,6.2672,2.7374,0.5141,0.0058509
2160,272.77,0.25375,0.96519,4.0557,6.8312,5.5411,2.2145,0.13611,0.0025015
21600,282.26,0.00036885,0.4727,2.5441,7.1348,5.7299,3.2736,0.6628,0.18175
21651,27.8,0,0,0,0,0,0,0,0
21670,563.16,0.0065575,0.55479,2.7561,7.1438,5.6252,3.2199,0.68833,0.005355
21677,1765.6,0.0066164,0.57079,3.038,7.1475,5.9392,2.7842,0.50838,0.0054001
21714,358.87,0.015581,0.60244,3.1743,6.9251,5.7937,2.9927,0.48196,0.014155
21729,914.2,0.015368,0.53433,2.741,7.0495,6.176,2.9435,0.52627,0.014086
21762,1071.2,0.29628,0.71243,3.1074,6.6143,5.6005,2.7817,0.68044,0.20704
21777,1046,0.27761,0.63959,2.7819,6.8209,5.6982,2.9233,0.71718,0.14138
21796,533.02,0.0065834,0.55963,3.0211,7.1455,5.7048,2.9996,0.5572,0.0055984
21811,23.972,0,0,0,0,0,0,0,0
21837,722.81,0.45928,0.87564,2.9202,6.1473,5.4364,2.8255,0.91493,0.42079
21857,408.43,0.0043721,0.36901,2.6726,6.7262,5.8055,3.6014,0.81456,0.0063595
21861,179.86,0.010206,0.55518,2.2146,7.3697,5.6985,4.1303,0.0086788,0.01282
21866,163.33,0.011398,0.010069,2.6416,8.3427,5.6764,3.2999,0.0068129,0.011057
21868,145.69,0.0045245,0.8351,2.5785,7.2986,5.6243,3.653,0.0015087,0.0045436
21889,263.23,0.011563,0.011054,2.609,7.9836,6.0541,3.3124,0.0069469,0.011339
21911,0,0,0,0,0,0,0,0,0
21918,576.49,3.3555,1.9241,2.4996,2.4921,2.4371,2.4598,2.6456,2.1863
21950,179.23,0.0052815,0.31685,3.109,7.2212,6.31,3.0303,0.00217,0.0051583
21956,782.84,0.015552,0.51106,3.2035,6.7938,6.0732,2.9309,0.45754,0.014414
21969,465.36,0.0011265,0.45639,2.863,7.3355,5.4987,3.1793,0.66536,0.00056683
21983,119.37,0.00023045,0.00022932,0.00017472,10.956,9.0427,8.69E-05,0.00022898,0.00022734
21995,225.96,0.96238,1.1237,2.4946,4.5426,4.6242,3.5676,1.509,1.176
22009,223.35,0.011819,0.010348,2.7996,8.6476,6.6072,1.9038,0.0082464,0.011463
22023,508.25,0.0071451,0.6013,2.7979,7.059,5.9582,2.9045,0.58382,0.08807
22025,1377.1,0.49046,0.87135,2.8248,6.351,5.3484,2.8228,0.87298,0.41816
22028,281.69,0.0066321,0.49147,2.575,7.3488,5.8281,3.1191,0.62559,0.0052552
22034,155.82,0.0017828,0.00049133,3.0016,7.2004,6.0928,3.1494,0.55227,0.0013943
22055,378.46,0.0066078,0.52374,2.5798,7.1538,6.1587,3.0741,0.4973,0.0058607
22063,92.869,1.8448,1.7072,2.3089,4.0695,4.1632,2.4832,1.6504,1.7729
22069,691.16,0.78509,1.1485,2.6356,5.7124,4.4826,3.0624,1.1474,1.026
22087,517.61,0.0010411,0.4754,2.2434,6.9383,6.229,3.4093,0.70146,0.0021346
22106,730.4,0.0064884,0.64718,2.8076,7.1598,5.7075,2.9844,0.68155,0.0054079
22111,261.96,0.0065476,0.62142,2.7089,6.6361,6.158,3.2423,0.62165,0.0051051
22138,441.59,0.015415,0.52187,2.8501,7.111,5.6306,3.4614,0.39541,0.014308
22165,292.56,0.00085298,0.00037748,2.9638,7.2567,6.3447,3.4326,0.00030571,0.00076561
22166,749.32,0.0028532,0.67091,3.1876,6.9592,5.8147,2.8195,0.54327,0.0018702
22167,674.46,0.0090575,0.65429,2.5226,7.167,6.1308,2.938,0.56981,0.0084049
22168,334.54,0.0068107,0.5067,3.1478,7.2382,5.8603,2.5366,0.69864,0.0050437
22169,408.25,0.0066206,0.52192,2.4766,7.4187,6.1122,3.0293,0.42863,0.0059693
22261,242.55,0.0027882,0.39902,3.0352,6.9017,6.2886,2.8758,0.49465,0.0022476
22284,1501.7,0.31426,0.68608,2.8465,6.8638,5.5804,2.8303,0.68212,0.19652
22293,67.211,0.0055158,1.6414,3.9462,4.7116,6.4547,2.2554,0.97562,0.0096405
22336,250.78,0.006524,0.61595,2.5848,6.9707,6.1676,2.9525,0.69689,0.005044
22353,359.17,0.0012351,0.45299,2.4533,6.9001,6.3003,3.1884,0.70153,0.0020903
22357,325.39,0.015368,0.66674,3.0562,6.8639,6.1073,2.8731,0.40328,0.014124
22365,604.61,0.015465,0.39106,2.6429,7.5357,5.9189,3.0972,0.38431,0.01444
22436,4.3523,0,0,0,0,0,0,0,0
22451,152.2,0.00022384,0.49933,2.981,5.96,5.0411,3.6477,1.2426,0.6281
22517,137.05,0.0060604,0.00452,2.5222,7.2888,6.6044,3.223,0.34575,0.005259
22526,1264.7,0.64331,0.99563,2.6539,5.9364,5.1813,2.9987,0.99898,0.59187
22600,1391.7,0.0068313,0.49893,3.1562,6.8559,5.9694,3.0003,0.50637,0.0060582
22605,105.46,0.0058648,0.0043846,2.5431,7.4529,5.5987,3.3445,1.0465,0.004041
22653,349.35,0.64704,0.62943,2.3849,5.6135,5.197,3.4756,1.2904,0.76217
22658,330.1,0.011853,1.9293,2.9847,5.7616,5.4266,3.8675,0.006253,0.012182
22768,797.17,0.0043445,0.41317,2.3671,6.9009,6.1624,3.3451,0.80077,0.0061865
22787,540.13,0.32068,0.66763,2.8014,6.2749,5.4133,3.3367,0.86681,0.31866
22791,411.51,2.56E-05,0.76448,2.8513,6.9231,6.0601,2.8108,0.59023,2.69E-05
22825,2121.2,0.096488,1.0311,3.5204,6.8703,5.3158,2.6742,0.46026,0.031475
22833,435.27,0.0065865,0.64036,2.7112,7.0743,5.8723,3.2914,0.39819,0.0057093
22834,209.18,0.2413,0.51963,3.0787,6.8241,5.2492,2.9373,0.93928,0.21053
22836,268.51,0.0011007,0.51578,2.7078,6.574,6.0406,3.4175,0.74114,0.002058
22840,235,0.00042145,0.00013214,3.625,7.9968,5.9829,2.3942,0.00023158,0.00043836
22859,4190.1,0.12142,1.039,3.7359,6.8551,5.4552,2.3389,0.43181,0.022644
22873,718.17,0.58169,0.9878,2.7306,6.4332,5.505,2.7859,0.97394,0.00187
22903,494.56,0.0067652,0.32253,3.0811,7.3982,5.9199,2.7637,0.50197,0.0058263
22972,121.59,0.0064796,0.61021,2.4435,6.821,6.1398,3.1407,0.83306,0.0052623
23006,217.58,0.86243,0.71631,2.6644,5.9987,5.0554,3.0081,1.0913,0.60335
23029,32.991,0,0,0,0,0,0,0,0
23075,263.76,0.18485,1.0236,2.6348,6.5031,5.6317,3.0394,0.75868,0.22387
23125,142.51,0.011269,0.0096942,3.1527,6.2952,6.7232,3.7904,0.0066026,0.010947
23150,519.03,0.0026826,0.53427,2.6103,7.2532,5.9058,3.1645,0.52701,0.0021812
23235,627.99,0.015215,0.64311,2.8461,6.9888,6.0332,2.9031,0.55629,0.014301
23237,740.6,0.72536,1.0378,2.8246,6.4803,5.1186,2.8476,0.96525,0.00058292
23247,427.28,0.0066702,0.83607,3.2892,6.9165,5.2789,2.8048,0.86294,0.0048815
23265,412.45,0.0042177,0.47782,2.4168,6.6771,6.4095,3.4007,0.60765,0.0063042
23274,863.34,0.12765,1.0697,3.7185,6.6167,5.4016,2.5152,0.54943,0.0013157
23278,340.37,0.0083929,0.0029758,2.4937,7.18,6.2116,4.0881,0.0067213,0.0084433
23313,268.3,0.25152,0.69888,2.9022,6.5772,5.8108,2.7689,0.65333,0.3371
23341,264.26,0.22524,0.54085,3.2932,6.8904,5.5492,3.0614,0.43748,0.0021921
23347,311.84,0.0065202,0.65906,3.1367,7.0049,5.8321,2.7517,0.60369,0.0052291
23361,451.55,0.01316,0.36693,2.3918,6.6554,6.4514,3.5902,0.51544,0.015686
23366,92.04,1.1164,1.2092,3.065,5.1237,4.6231,3.6863,1.1701,0.0060688
23393,270.41,0.30148,0.63768,2.7222,6.2034,5.5123,3.4839,0.87042,0.26857
23437,295.76,1.3865,1.2929,2.6542,5.6354,3.981,2.6606,1.6251,0.76427
23450,817.02,0.015342,0.56042,2.8252,6.9941,5.8054,3.2462,0.53932,0.014083
23459,339.58,0.0013235,0.39347,2.322,7.3093,6.0561,3.2049,0.71085,0.0021453
23473,594.89,0.09227,0.50199,2.8461,7.1278,5.7412,3.0453,0.57278,0.072508
23498,322.88,0.0066701,0.43333,2.9148,6.8683,6.3142,2.8879,0.56921,0.005654
23527,956.79,0.006674,0.4337,2.9719,7.1006,5.9063,3.0059,0.56925,0.0056111
23550,944.44,0.073061,0.5356,2.7566,6.9977,5.8569,3.2172,0.5604,0.0024466
23554,249.29,0.0044763,0.0034906,2.4782,7.6574,6.7717,3.0784,0.0020226,0.0043395
23598,207.93,0.00041889,1.024,3.6233,5.9374,4.739,2.7169,0.80189,1.1571
23648,775.02,0.074849,0.79813,3.5357,7.3795,5.2312,2.4965,0.47033,0.01386
23654,816.64,0.0029892,0.71645,2.7679,6.7751,6.0356,2.8554,0.69139,0.15518
23662,342.6,0.13338,0.55329,2.8026,6.7518,5.9609,2.9338,0.76052,0.10375
23675,702.27,0.0011173,0.41376,2.4179,6.8349,6.2583,3.3662,0.70554,0.0022743
23694,1268.1,0.60458,0.82582,2.8541,6.3439,5.2327,2.8034,0.90853,0.42695
23703,1037.7,0.0002975,1.426,3.6537,6.6817,5.4482,2.7891,0.00025927,0.00075643
23705,575.75,0.07066,0.96231,3.2541,6.9696,5.3128,3.0731,0.35592,0.0015596
23730,243.66,0.0021292,0.57441,2.3439,6.3186,6.0134,3.6397,1.1068,0.0010918
23744,372.47,0.0009054,0.84364,2.7672,6.437,6.0881,2.9684,0.89422,0.00046184
23761,394.16,0.011303,0.00973,3.1461,7.0295,6.203,3.5826,0.0066881,0.010977
23781,304.25,0.0066607,0.46755,2.6714,7.0533,6.1194,3.1852,0.49078,0.0057829
23786,273.07,0.00649,0.65811,2.7501,6.8571,6.1102,2.927,0.68582,0.0051887
23809,766.15,0.002666,0.54486,2.8315,6.9823,6.2174,2.8335,0.58582,0.0020146
23825,268.31,0.88715,1.1302,3.4734,6.298,4.8932,2.4787,0.8392,0.000108
23841,2844.9,0.08165,1.0089,3.7097,6.8045,5.5666,2.4425,0.38439,0.001867
23861,728.18,0.048871,0.8447,3.3781,7.1617,5.595,2.5196,0.38685,0.065169
23868,200.09,0.00021609,0.00021506,0.00016779,10.665,9.3338,8.04E-05,0.00021469,0.00021309
23892,548.06,0.011402,2.8857,3.7746,4.4047,4.7717,4.1328,0.0067903,0.012362
23893,5.8866,0,0,0,0,0,0,0,0
23931,81.44,0.00033466,0.7979,3.8152,6.4533,5.7698,3.1627,0.00019461,0.00064424
23938,96.512,0.011394,0.0098229,3.1407,7.5246,6.2641,3.0313,0.0069181,0.011051
23965,77.751,0.011376,0.0044008,2.2979,6.9137,7.0069,3.1887,0.56521,0.011858
23991,513.06,0.0028511,0.50539,3.2462,6.7011,5.9472,3.1312,0.46374,0.002283
24011,320.93,0.80971,1.0748,2.452,5.5744,5.3134,2.8023,1.1251,0.84829
24037,1629.1,0.045282,1.0506,3.4886,7.2907,5.4727,2.2751,0.37513,0.0019239
24078,689.54,0.006802,0.62805,2.8024,7.0988,5.7818,3.1219,0.55458,0.0056529
24212,164.4,0.0086176,1.0716,3.9725,6.7399,5.6933,2.2701,0.23047,0.013567
24215,1013.6,0.098033,0.60022,3.0629,6.7433,5.8767,3.0376,0.57923,0.0020642
24245,403.8,0.2223,0.66134,2.8593,6.6769,5.5479,3.0735,0.63849,0.32038
24270,85.228,1.4897,2.94E-05,2.5461,4.4203,4.1284,3.5079,1.8331,2.0745
24279,452.78,0.41181,0.63137,2.3006,6.2982,5.9475,3.1265,0.87734,0.40661
24281,448.14,0.0063919,0.69879,2.7949,6.8212,5.3433,3.3817,0.949,0.0047561
24325,772.62,0.0028372,0.5109,2.7761,7.3525,6.0388,2.8079,0.50879,0.0022513
24340,683.78,0.015389,0.5999,2.9827,7.0371,5.8882,2.974,0.48884,0.013954
24356,632.38,0.0065581,0.5657,2.6726,6.8942,6.3259,2.9576,0.5717,0.0057649
24384,341.89,1.9375,1.3869,2.4946,4.069,3.4172,3.0898,1.7972,1.8078
24414,571.38,0.0078809,0.0025694,2.7835,6.9582,6.1807,4.0526,0.0065533,0.007963
24438,610.23,0.0017026,0.53335,2.9216,7.059,5.5614,3.062,0.65956,0.2014
24440,1082.8,0.0028672,0.5742,3.0717,7.0433,5.7551,2.9445,0.60657,0.0018112
24443,1122.6,0.40881,0.78774,2.8354,6.4727,5.4564,2.9397,0.75851,0.34071
24452,132.94,0.0086839,0.0033817,2.7538,7.3526,6.0793,3.7872,0.0064046,0.0086705
24489,373.98,0.0040432,0.53414,2.3789,6.5961,5.9538,3.6796,0.84749,0.0058821
24509,273.9,0.0068122,0.7304,2.8028,6.8651,5.9275,3.2124,0.44935,0.0056413
24519,1322.6,0.096271,0.59178,2.8796,7.0612,5.7297,3.0053,0.57177,0.064291
24520,224.3,0.0060035,1.0911,3.0254,5.6102,5.7002,3.2215,1.3417,0.0038926
24528,338.25,0.27889,0.72047,2.5855,6.3712,6.048,3.0397,0.65573,0.30045
24535,239.22,0.00057446,0.7734,3.3843,6.8787,6.2963,2.1536,0.51193,0.0011139
24538,417.13,0.015653,0.54295,2.8135,7.0622,6.0622,3.0377,0.45174,0.014024
24541,89.475,0.59919,1.0446,2.8917,5.8856,5.7393,2.4459,0.90643,0.48731
24551,69.287,0.010841,0.0096872,2.5284,6.9643,5.9899,4.4809,0.0054516,0.010474
24561,106.05,0.0091381,0.0038164,2.1929,7.6986,6.216,3.8637,0.0067459,0.009112
24610,800.2,0.012666,1.3093,3.1467,6.4855,5.6765,3.3484,0.0080851,0.012882
24621,247.46,0.011061,0.0094517,3.3872,6.6231,6.186,3.7664,0.0060945,0.010714
24656,6.1639,0,0,0,0,0,0,0,0
24695,317.06,0.0065136,0.68826,2.7952,7.1236,6.1617,2.7626,0.45632,0.005739
24728,148.8,0.0060148,0.0046853,2.1136,8.03,5.8314,3.239,0.77065,0.0046809
24744,417.67,0.0026315,0.55538,3.0836,6.9801,5.8416,2.8352,0.69969,0.001792
24763,346.01,0.011462,0.010872,3.1133,7.9281,6.0851,2.8334,0.0066415,0.011205
24831,261.16,0.0029104,0.57688,2.7968,7.2719,5.9212,2.966,0.46219,0.0021164
24845,3843.8,0.16947,0.90043,3.8286,6.162,5.4245,2.7617,0.63582,0.11739
24846,308.1,0.0085767,0.88548,3.6788,7.6444,4.9524,2.7021,0.11474,0.013525
24876,209.25,0.011213,0.010605,3.3768,7.0725,6.4374,3.0745,0.0060166,0.010943
24912,37.949,0,0,0,0,0,0,0,0
24936,906.95,0.0068186,0.52872,3.0923,6.9276,5.9868,2.9205,0.53128,0.0060202
24984,380.9,0.0046913,1.2187,2.8791,6.7986,5.6398,3.452,0.0020043,0.0049957
25020,567.87,0.006685,0.43689,2.8755,7.0249,6.1401,3.0144,0.49581,0.005759
25042,260.36,1.0674,1.153,2.6389,5.2687,4.3844,3.0121,1.3933,1.0822
